item_resref,item_type,item_type_symbol,visual_layer,animation_code_raw_hex,animation_code,animation_code_valid,body_armor_code,source_bif,locator,source_sha256,candidate_family_count,compatible_animation_count,compatible_animation_ids,candidate_bam_prefixes,resolved_bam_prefixes,unresolved_bam_prefixes,pipeline_ready_prefixes,override_collision,blocker
OHHEXAM3,1,AMULET,,0000,,no,,data/Hexxat.bif,0x0B60065E,89EB05A5A3E2E3C800392CBAC7229213A56BD5340691F68D1EED7D54A94148D9,0,0,,,,,,no,
OHHEXAM4,1,AMULET,,2020,,no,,data/Hexxat.bif,0x0B60065F,50FFD30614EAD6EFB976B006EB625FD6E4B8991B1DC742B957601847D4FB4E65,0,0,,,,,,no,
OHHEXAM5,1,AMULET,,0000,,no,,data/Hexxat.bif,0x0B600660,0C8F13DFD5BA148D71F6E93E070DA87981F618307F1B610A1CEA4C2490C5FBA3,0,0,,,,,,no,
OHHEXAM9,1,AMULET,,0000,,no,,data/patch13.bif,0x0BC0006E,1136214FC0F7C2401DED40D1E804F255B18CE1B10500C9B71A192E834BADDDE2,0,0,,,,,,no,
OHHGMUM1,0,MISC,,2020,,no,,data/Hexxat.bif,0x0B600694,3E9C4EBEFCF9612D21901AC92BEEDB52521D1CDBB41642588A6CFBFB929CD89D,0,0,,,,,,no,
OHHJOUR,0,MISC,,0000,,no,,data/Hexxat.bif,0x0B6006A6,786FB17CED9D8FE58CD68C3324608B7506BD741F944FCCB954369E1ED6534F35,0,0,,,,,,no,
OHHKEY,8,KEY,,0000,,no,,data/Hexxat.bif,0x0B6006AC,8EFCDAD7F9B88ACDC625A97DC8B27801466E455AF286BD30253C653E4C3EB76B,0,0,,,,,,no,
OHHKORK,32,CLOAK,,0000,,no,,data/Hexxat.bif,0x0B6006B2,479C3FABA1A222E03785C31CCE6F545B147E97AC65B5B9CC09930B52CBB33F74,0,0,,,,,,no,
OHHOIL,0,MISC,,0000,,no,,data/Hexxat.bif,0x0B6006CD,6B8BE55CDE6813BB91217C080D58C43E82BA307DF15ADFBE800896876F13A4D0,0,0,,,,,,no,
OHHONKEY,8,KEY,,0000,,no,,data/Hexxat.bif,0x0B6006CE,9C3C31111702871F98AB0DE0A1C0110FB8DEC1D74E5102694A7F57C206B4C514,0,0,,,,,,no,
OHHPHREY,0,MISC,,5353,SS,yes,,data/Hexxat.bif,0x0B6006D3,5E85860C3A16CF01B1F8A42796E24646AD1C19D79354BE799E2D3C7F6B848654,0,0,,,,,,no,
OHHPRISN,0,MISC,,0000,,no,,data/Hexxat.bif,0x0B6006D9,8A3CC88F933F65237676DB02AF7952B3389F649DECBD12704ECAA96DABEDC4B8,0,0,,,,,,no,
OHHROD,51,,,0000,,no,,data/Hexxat.bif,0x0B6006E4,E3B8E7C0C4AF2866A509559ED76DFE6DB134E682ADB07A1E2AEEB687F68AC420,0,0,,,,,,no,
OHHSCIM,20,BGSWORD,weapon,5343,SC,yes,,data/Hexxat.bif,0x0B6006EA,8C710741B13577001B49DA0DE05AE39D37863C8979A34D3DD3D4F46DDF7BF4EE,78,78,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315;0x6500;0x6510,WQLSC;WQMSC;WQNSC;WQSSC,WQLSC;WQMSC;WQNSC;WQSSC,,WQLSC;WQMSC;WQNSC;WQSSC,no,
OHHSHROU,0,MISC,,0000,,no,,data/Hexxat.bif,0x0B6006F0,15D11F1B0C14338F06756A3DD284CB7E35203D42EF11E48F7F4FC5422BC875A2,0,0,,,,,,no,
OHHSILK,0,MISC,,2020,,no,,data/Hexxat.bif,0x0B6006F4,4687BCE4BB39A3F92A56393AF553663CDEF8D94E5A5E7D721261481AA67F9886,0,0,,,,,,no,
OHHSPID1,0,MISC,,2020,,no,,data/Hexxat.bif,0x0B600700,0A1A63903639E44CB4E524C9BE32C907AC4A190BF27C8281F9D8AE7B784FCC2F,0,0,,,,,,no,
OHHSTAT1,0,MISC,,0000,,no,,data/Hexxat.bif,0x0B600705,9FC4D5D116CF41D9304DB074F68C3CA9097AB41805EAE5CED7E3E5DC5AB4A5DA,0,0,,,,,,no,
OHHSTATU,0,MISC,,0000,,no,,data/Hexxat.bif,0x0B600707,DFA35B0C24077DD8EDA863B0BCCDAA5DE50CCC88B7A46152DF9C65BED593A93D,0,0,,,,,,no,
OHHWRSW,20,BGSWORD,weapon,4653,FS,yes,,data/Hexxat.bif,0x0B600721,BFF197B1747C7399648312E609914CC1C7CF058235E0806F8AF8369304D4BB3B,78,78,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315;0x6500;0x6510,WQLFS;WQMFS;WQNFS;WQSFS,WQLFS;WQMFS;WQNFS;WQSFS,,WQLFS;WQMFS;WQNFS;WQSFS,no,
OHLEAT50,2,ARMOR,body,3241,2A,yes,2,data/BlackPits.bif,0x00F00846,8350D345F17F8011CC8E7DE21FE2510AB88B0E9282C16FE08175EFD1AC025128,76,76,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315,CDFB2;CDFT2;CDFW2;CDMB2;CDMT2;CDMW2;CEFB2;CEFT2;CEFW2;CEMB2;CEMT2;CEMW2;CHFB2;CHFT2;CHFW2;CHMB2;CHMT2;CHMW2;CIFB2;CIFT2;CIMB2;CIMT2,CDFB2;CDFT2;CDFW2;CDMB2;CDMT2;CDMW2;CEFB2;CEFT2;CEFW2;CEMB2;CEMT2;CEMW2;CHFB2;CHFT2;CHFW2;CHMB2;CHMT2;CHMW2;CIFB2;CIFT2;CIMB2;CIMT2,,CDFB2;CDFT2;CDFW2;CDMB2;CDMT2;CDMW2;CEFB2;CEFT2;CEFW2;CEMB2;CEMT2;CEMW2;CHFB2;CHFT2;CHFW2;CHMB2;CHMT2;CHMW2;CIFB2;CIFT2;CIMB2;CIMT2,no,
OHLEAT51,2,ARMOR,body,3241,2A,yes,2,data/BlackPits.bif,0x00F00847,DFCAF779DC5A00074FCAC4CD43F810D24CFBE5913F1946E35D42131F7224FABC,76,76,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315,CDFB2;CDFT2;CDFW2;CDMB2;CDMT2;CDMW2;CEFB2;CEFT2;CEFW2;CEMB2;CEMT2;CEMW2;CHFB2;CHFT2;CHFW2;CHMB2;CHMT2;CHMW2;CIFB2;CIFT2;CIMB2;CIMT2,CDFB2;CDFT2;CDFW2;CDMB2;CDMT2;CDMW2;CEFB2;CEFT2;CEFW2;CEMB2;CEMT2;CEMW2;CHFB2;CHFT2;CHFW2;CHMB2;CHMT2;CHMW2;CIFB2;CIFT2;CIMB2;CIMT2,,CDFB2;CDFT2;CDFW2;CDMB2;CDMT2;CDMW2;CEFB2;CEFT2;CEFW2;CEMB2;CEMT2;CEMW2;CHFB2;CHFT2;CHFW2;CHMB2;CHMT2;CHMW2;CIFB2;CIFT2;CIMB2;CIMT2,no,
OHLEAT52,2,ARMOR,body,3241,2A,yes,2,data/BlackPits.bif,0x00F00848,8B2A665F80693656220F492F14823C4B3C0D48E9409300587CE5DDB7042E81B2,76,76,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315,CDFB2;CDFT2;CDFW2;CDMB2;CDMT2;CDMW2;CEFB2;CEFT2;CEFW2;CEMB2;CEMT2;CEMW2;CHFB2;CHFT2;CHFW2;CHMB2;CHMT2;CHMW2;CIFB2;CIFT2;CIMB2;CIMT2,CDFB2;CDFT2;CDFW2;CDMB2;CDMT2;CDMW2;CEFB2;CEFT2;CEFW2;CEMB2;CEMT2;CEMW2;CHFB2;CHFT2;CHFW2;CHMB2;CHMT2;CHMW2;CIFB2;CIFT2;CIMB2;CIMT2,,CDFB2;CDFT2;CDFW2;CDMB2;CDMT2;CDMW2;CEFB2;CEFT2;CEFW2;CEMB2;CEMT2;CEMW2;CHFB2;CHFT2;CHFW2;CHMB2;CHMT2;CHMW2;CIFB2;CIFT2;CIMB2;CIMT2,no,
OHLEAT53,2,ARMOR,body,3241,2A,yes,2,data/BlackPits.bif,0x00F00849,856CA6CFF948F726E35A7587EFC694E9B679BD1C6F0ED984CD5D4B5D05CA5842,76,76,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315,CDFB2;CDFT2;CDFW2;CDMB2;CDMT2;CDMW2;CEFB2;CEFT2;CEFW2;CEMB2;CEMT2;CEMW2;CHFB2;CHFT2;CHFW2;CHMB2;CHMT2;CHMW2;CIFB2;CIFT2;CIMB2;CIMT2,CDFB2;CDFT2;CDFW2;CDMB2;CDMT2;CDMW2;CEFB2;CEFT2;CEFW2;CEMB2;CEMT2;CEMW2;CHFB2;CHFT2;CHFW2;CHMB2;CHMT2;CHMW2;CIFB2;CIFT2;CIMB2;CIMT2,,CDFB2;CDFT2;CDFW2;CDMB2;CDMT2;CDMW2;CEFB2;CEFT2;CEFW2;CEMB2;CEMT2;CEMW2;CHFB2;CHFT2;CHFW2;CHMB2;CHMT2;CHMW2;CIFB2;CIFT2;CIMB2;CIMT2,no,
OHNAMUL1,1,AMULET,,0000,,no,,data/Neera.bif,0x0B80057A,18B71B8ECE65A587B5BBE28F4DC908084074ECFA336737F6903BC0C4CA74308D,0,0,,,,,,no,
OHNAMUL2,1,AMULET,,0000,,no,,data/Neera.bif,0x0B80057B,EA1EF91F700023209B380684371E194710F8C9BCC086499D2A0E57CD4FCCC97E,0,0,,,,,,no,
OHNCASK,0,MISC,,0000,,no,,data/Neera.bif,0x0B80058B,842DEF6BD4913A2ADA16E1924CD0AB0105A450D28ABB5C1D3A850C7B23488E63,0,0,,,,,,no,
OHNCAT,0,MISC,,0000,,no,,data/Neera.bif,0x0B80058E,AF00DD126372B3A7BBB3DF6F344F480FBC6583619F60A8689AD87CE849C28AB3,0,0,,,,,,no,
OHNCOLL,0,MISC,,0000,,no,,data/Neera.bif,0x0B800595,49665C5FA194B4FADDFDD8D6224311DB9EB0E08A9D5C9D2D1DD5B23310BE86A5,0,0,,,,,,no,
OHNDINGS,0,MISC,,0000,,no,,data/Neera.bif,0x0B8005C1,B5EEC8053CA33252E1171D3EFD96554BCC9F07B7CC7B636CB36A823108F69FF1,0,0,,,,,,no,
OHNFOOD,0,MISC,,0000,,no,,data/Neera.bif,0x0B8005D4,A919CCF7A425D39D907F9FC46F36A9F482B3E00052E4199F0389B5056B56C99F,0,0,,,,,,no,
OHNHAIRB,0,MISC,,4A42,JB,yes,,data/Neera.bif,0x0B8005E5,4FE74A5BFC9FE71D6DAC84B7CC6E04A109B95233DB4EF55A58E21A380ED7D635,0,0,,,,,,no,
OHNHAMM1,21,HAMMER,weapon,5748,WH,yes,,data/Neera.bif,0x0B8005E7,8923D7C43472C413A846CDEE76CE5D88DD4BF5446CAB1C470A3EAB66A7A407DE,78,78,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315;0x6500;0x6510,WQLWH;WQMWH;WQNWH;WQSWH,WQLWH;WQMWH;WQNWH;WQSWH,,WQLWH;WQMWH;WQNWH;WQSWH,no,
OHNHELM1,7,HELMET,helmet,4A42,JB,yes,,data/Neera.bif,0x0B8005EC,813E4330CC97FF19C653E7C63A3C03571B3959B300F4FAABE5C5FAA400438DAB,78,78,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315;0x6500;0x6510,WQLJB;WQMJB;WQNJB;WQSJB,WQLJB;WQMJB;WQNJB;WQSJB,,WQLJB;WQMJB;WQNJB;WQSJB,no,
OHNHTUNI,0,MISC,,0000,,no,,data/Neera.bif,0x0B8005ED,F3796F107151FE4D7CB2376E3AF5E992034CED1BBCFCC1B90C762C4EE2ECD35E,0,0,,,,,,no,
OHNKEY01,0,MISC,,0000,,no,,data/Neera.bif,0x0B8005F6,C7940176B7A1ABB7F545A217BDEAE698E7242D6BF74D57A21C060A69BB3D91F8,0,0,,,,,,no,
OHNKEY02,8,KEY,,0000,,no,,data/Neera.bif,0x0B8005F7,8EE947D71B5B3BBE16862A8DD4130A7CFE5BDD8AC2D1323A99FF7DA7973A8374,0,0,,,,,,no,
OHNKEY03,8,KEY,,0000,,no,,data/Neera.bif,0x0B8005F8,569762DFBDBB47922423099C1B69BA3DADECDACA1C91661507917BC6C8E46CCC,0,0,,,,,,no,
OHNMBIRD,0,MISC,,0000,,no,,data/Neera.bif,0x0B80060A,18021AF82BACE5471588F963434844C2DD53D3CCEB78DD94F719FC1A40A460D4,0,0,,,,,,no,
OHNNOTE1,11,SCROLL,,0000,,no,,data/Neera.bif,0x0B800620,F385248E816779F60A9DE658E7475C03D62B0BE4B6076006FA7E64EABCB5505A,0,0,,,,,,no,
OHNNOTE2,11,SCROLL,,0000,,no,,data/Neera.bif,0x0B800621,2DB2FDE10FEED2660912D697B4D417938916BD1355273BB5CDBB0D2DF51C4307,0,0,,,,,,no,
OHNNOTE3,37,BROKEN2,,0000,,no,,data/Neera.bif,0x0B800622,A30B940BC5FB8293CB7BD731235DEA8B97DE8A72F55758C1B43D84814C312247,0,0,,,,,,no,
OHNNOTE4,37,BROKEN2,,0000,,no,,data/Neera.bif,0x0B800623,D9F894B1284A3632D56E1928F8DCC0E331F89FFEC102421A869437F5F608134C,0,0,,,,,,no,
OHNNOTE5,37,BROKEN2,,0000,,no,,data/Neera.bif,0x0B800624,C6E3060393E256C16EF5E60617E9BEEBCB5A6C479FA93A81AC40BD0B3BC11BD8,0,0,,,,,,no,
OHNPOTN1,9,POTION,,0000,,no,,data/Neera.bif,0x0B80062C,563CB9FA8694BD77AB6FDBBB460FD874AC8008E41851550E5B748DE92420E95D,0,0,,,,,,no,
OHNROBE1,2,ARMOR,body,3257,2W,yes,2,data/Neera.bif,0x0B800649,6902E6B006BA9F96FECE62C8E4C576B1744B19245D52B84418B1A7C99658097D,76,76,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315,CDFB2;CDFT2;CDFW2;CDMB2;CDMT2;CDMW2;CEFB2;CEFT2;CEFW2;CEMB2;CEMT2;CEMW2;CHFB2;CHFT2;CHFW2;CHMB2;CHMT2;CHMW2;CIFB2;CIFT2;CIMB2;CIMT2,CDFB2;CDFT2;CDFW2;CDMB2;CDMT2;CDMW2;CEFB2;CEFT2;CEFW2;CEMB2;CEMT2;CEMW2;CHFB2;CHFT2;CHFW2;CHMB2;CHMT2;CHMW2;CIFB2;CIFT2;CIMB2;CIMT2,,CDFB2;CDFT2;CDFW2;CDMB2;CDMT2;CDMW2;CEFB2;CEFT2;CEFW2;CEMB2;CEMT2;CEMW2;CHFB2;CHFT2;CHFW2;CHMB2;CHMT2;CHMW2;CIFB2;CIFT2;CIMB2;CIMT2,no,
OHNROBE2,2,ARMOR,body,3457,4W,yes,4,data/Neera.bif,0x0B80064A,EE61987CD6F78DB53AB17D911000DB309A9CE0FB980ADC71FF04DE4DE85C3BE7,76,76,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315,CDFC4;CDFF4;CDFT4;CDFW4;CDMC4;CDMF4;CDMT4;CDMW4;CEFC4;CEFF4;CEFT4;CEFW4;CEMC4;CEMF4;CEMT4;CEMW4;CHFC4;CHFF4;CHFT4;CHFW4;CHMC4;CHMF4;CHMT4;CHMW4;CIFC4;CIFF4;CIFT4;CIMC4;CIMF4;CIMT4,CDFC4;CDFF4;CDFT4;CDFW4;CDMC4;CDMF4;CDMT4;CDMW4;CEFC4;CEFF4;CEFT4;CEFW4;CEMC4;CEMF4;CEMT4;CEMW4;CHFC4;CHFF4;CHFT4;CHFW4;CHMC4;CHMF4;CHMT4;CHMW4;CIFC4;CIFF4;CIFT4;CIMC4;CIMF4;CIMT4,,CDFC4;CDFF4;CDFT4;CDFW4;CDMC4;CDMF4;CDMT4;CDMW4;CEFC4;CEFF4;CEFT4;CEFW4;CEMC4;CEMF4;CEMT4;CEMW4;CHFC4;CHFF4;CHFT4;CHFW4;CHMC4;CHMF4;CHMT4;CHMW4;CIFC4;CIFF4;CIFT4;CIMC4;CIMF4;CIMT4,no,
OHNROBE3,2,ARMOR,body,3257,2W,yes,2,data/Neera.bif,0x0B80064B,381E504F020420EE9C90FA93FAA610A36AE0001763251ACEEA4AD05202EDEC3C,76,76,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315,CDFB2;CDFT2;CDFW2;CDMB2;CDMT2;CDMW2;CEFB2;CEFT2;CEFW2;CEMB2;CEMT2;CEMW2;CHFB2;CHFT2;CHFW2;CHMB2;CHMT2;CHMW2;CIFB2;CIFT2;CIMB2;CIMT2,CDFB2;CDFT2;CDFW2;CDMB2;CDMT2;CDMW2;CEFB2;CEFT2;CEFW2;CEMB2;CEMT2;CEMW2;CHFB2;CHFT2;CHFW2;CHMB2;CHMT2;CHMW2;CIFB2;CIFT2;CIMB2;CIMT2,,CDFB2;CDFT2;CDFW2;CDMB2;CDMT2;CDMW2;CEFB2;CEFT2;CEFW2;CEMB2;CEMT2;CEMW2;CHFB2;CHFT2;CHFW2;CHMB2;CHMT2;CHMW2;CIFB2;CIFT2;CIMB2;CIMT2,no,
OHNSHLD1,12,SHIELD,shield,4333,C3,yes,,data/Neera.bif,0x0B800661,0B7F88B17075982B01FC69803B1C294C84E09E99194A0D667222A91A267CE6B8,78,78,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315;0x6500;0x6510,WQHC3;WQLC3;WQMC3;WQNC3;WQSC3,WQLC3;WQMC3;WQNC3;WQSC3,WQHC3,WQLC3;WQMC3;WQNC3;WQSC3,no,
OHNSLNG1,18,SLING,weapon,534C,SL,yes,,data/Neera.bif,0x0B800665,69B92058FB3D0AD24671B02562263B40914F8A742B3CF0AC71A5DBAFB3C46275,78,78,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315;0x6500;0x6510,WQLSL;WQMSL;WQNSL;WQSSL,WQLSL;WQMSL;WQNSL;WQSSL,,WQLSL;WQMSL;WQNSL;WQSSL,no,
OHNSNAKE,0,MISC,,0000,,no,,data/Neera.bif,0x0B800668,00A813CB12D1C0A4F0F3E0FDC504220CCA0289D233A860FE9F1BCA96FCE504EE,0,0,,,,,,no,
OHNTANK,9,POTION,,0000,,no,,data/Neera.bif,0x0B800689,26A1CB2F5A28E13A1FB727A3536C4E51EA70328D37280496F636F6DBD35D2818,0,0,,,,,,no,
OHNWAND1,35,WAND,,0000,,no,,data/Neera.bif,0x0B8006B1,F16E13F0CBF64243F611D97B27F3C29BB333D6367A3485E934EC71F4DA303911,0,0,,,,,,no,
